canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url
real wohnbaugesellschaft m b h,REAL-WOHNBAUGESELLSCHAFT M.B.H.,REAL-WOHNBAUGESELLSCHAFT M.B.H.,1,kärnten,12d1088f-f0af-436c-9503-486334e3f55c,Mozartstraße 28 9020 Klagenfurt am Wörthersee,,,immobilien@real-wohnbau.at,+43%20463%2055555,https://firmen.wko.at/real-wohnbaugesellschaft-mbh/k%c3%a4rnten/?firmaid=12d1088f-f0af-436c-9503-486334e3f55c&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
real3 immobilien gmbh,REAL3 Immobilien GmbH,REAL3 Immobilien GmbH,2,wien,106defab-a532-4e31-9969-09e4b7d8d88f | 4528b549-d875-41f6-8d14-72e26b0157e9,Bäckerstraße 3/10 1010 Wien | Brückengasse 8/6.2 1060 Wien,,,,,https://firmen.wko.at/real3-immobilien-gmbh/wien/?firmaid=106defab-a532-4e31-9969-09e4b7d8d88f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
realbesitz gesellschaft m b h und co verwaltungs kg,Realbesitz - Gesellschaft m.b.H. & Co. Verwaltungs - KG.,Realbesitz - Gesellschaft m.b.H. & Co. Verwaltungs - KG.,1,wien,7b356204-9148-4c29-8aa3-51deea14d3a4,Salesianergasse 3 1030 Wien,,,,01/715%2055%2085-0,https://firmen.wko.at/realbesitz-gesellschaft-mbh-und-co-verwaltungs-kg/wien/?firmaid=7b356204-9148-4c29-8aa3-51deea14d3a4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
realbüro dr schmid gesellschaft m b h,Realbüro Dr. Schmid Gesellschaft m.b.H.,Realbüro Dr. Schmid Gesellschaft m.b.H.,1,salzburg,72211bd4-694c-47cf-977f-a1c3b89544ec,Bergstraße 10 5020 Salzburg,http://www.realbuero.at/,http://www.realbuero.at/,office@realbuero.at,+43%20662%20824283,https://firmen.wko.at/realb%c3%bcro-dr-schmid-gesellschaft-mbh/salzburg/?firmaid=72211bd4-694c-47cf-977f-a1c3b89544ec&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
realbüro knitl gesellschaft m b h,Realbüro Knitl Gesellschaft m.b.H.,Realbüro Knitl Gesellschaft m.b.H.,1,steiermark,931aad3b-8504-471c-aed2-697a68319f84,Landstraße 1 (Geschäftsgebäude) 8753 Fohnsdorf,,,,,https://firmen.wko.at/realb%c3%bcro-knitl-gesellschaft-mbh/steiermark/?firmaid=931aad3b-8504-471c-aed2-697a68319f84&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
realia liegenschaftsservice gesellschaft m b h,REALIA Liegenschaftsservice Gesellschaft m.b.H.,REALIA Liegenschaftsservice Gesellschaft m.b.H.,1,oberösterreich,0f23c2c8-8beb-4e89-9b55-419fc3bd07a7,Krenglbacher Straße 73 4631 Krenglbach,,,,,https://firmen.wko.at/realia-liegenschaftsservice-gesellschaft-mbh/ober%c3%b6sterreich/?firmaid=0f23c2c8-8beb-4e89-9b55-419fc3bd07a7&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
realintent immobilien gmbh,RealIntent Immobilien GmbH.,RealIntent Immobilien GmbH.,1,wien,b89e6626-9a69-4de6-b04f-27718fe23cdd,Richard-Neutra-Gasse 6 (Betrieb) 1210 Wien,http://www.realintent.at/,http://www.realintent.at/,verwaltung@realintent.at,01/89%2055%20299,https://firmen.wko.at/realintent-immobilien-gmbh-klassische-hausverwaltung/wien/?firmaid=b89e6626-9a69-4de6-b04f-27718fe23cdd&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
realitas gmbh,Realitas GmbH,Realitas GmbH,1,niederösterreich,8a0ac1a6-5ece-4cd0-a797-1cfadf1d2249,Dr.-Franz-Wilhelm-Straße 2 3500 Krems an der Donau,http://www.realitas.at/,http://www.realitas.at/,reinigung@realitas.at,+43(2732)488-500,https://firmen.wko.at/realitas-gmbh-realitas-gmbh/nieder%c3%b6sterreich/?firmaid=8a0ac1a6-5ece-4cd0-a797-1cfadf1d2249&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
realitäten invest immobilientreuhand und wohnbaugesellschaft m b h,REALITÄTEN - INVEST Immobilientreuhand- und Wohnbaugesellschaft m.b.H,REALITÄTEN - INVEST Immobilientreuhand- und Wohnbaugesellschaft m.b.H,1,kärnten,d26add51-4448-41ba-9e77-0a5c9993f997,August-Jaksch-Straße 16 9020 Klagenfurt am Wörthersee,http://www.realitaeten-invest.at/,http://www.realitaeten-invest.at/,realitaeten-invest@chello.at,0463/51%2069%2055-0,https://firmen.wko.at/realit%c3%84ten-invest-immobilientreuhand-und-wohnbaugesellschaft-mbh/k%c3%a4rnten/?firmaid=d26add51-4448-41ba-9e77-0a5c9993f997&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
realitäten gossy gmbh,Realitäten Gossy GmbH,Realitäten Gossy GmbH,1,burgenland,49192d06-95d7-4f08-823b-c25a73721384,Hauptplatz 14 7400 Oberwart,,,office@gossyreal.at,03352/38672,https://firmen.wko.at/realit%c3%a4ten-gossy-gmbh/burgenland/?firmaid=49192d06-95d7-4f08-823b-c25a73721384&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter
realitäten ofner gmbh,Realitäten Ofner GmbH,Realitäten Ofner GmbH,1,niederösterreich,60fd78ee-46d1-403f-9b23-87ed856d5b3b,Umseer Straße (Tausendblum) 8 3040 Tausendblum,http://www.realitaeten-ofner.at/,http://www.realitaeten-ofner.at/,,+43%202772%2052344 | +%2043%20664%203848798,https://firmen.wko.at/realit%c3%a4ten-ofner-gmbh/nieder%c3%b6sterreich/?firmaid=60fd78ee-46d1-403f-9b23-87ed856d5b3b&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
realitäten perkonig immobilientreuhand kg,Realitäten Perkonig Immobilientreuhand KG,Realitäten Perkonig Immobilientreuhand KG,1,kärnten,57ccecee-fdb2-4028-bc25-d410ad01a7ef,Realitäten pekronig Immobilientreuhand KG 0463 502060,http://www.realitaeten-perkonig.at/,http://www.realitaeten-perkonig.at/,office@realitaeten-perkonig.at,0463%20502060,https://firmen.wko.at/realit%c3%a4ten-perkonig-immobilientreuhand-kg-realit%c3%a4ten-pekronig-immobilientreuhand-kg/k%c3%a4rnten/?firmaid=57ccecee-fdb2-4028-bc25-d410ad01a7ef&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
realitätenverwaltung kreutz gmbh,Realitätenverwaltung Kreutz GmbH,Realitätenverwaltung Kreutz GmbH,1,kärnten,f96dccbb-4661-45ee-9989-e5b53ca9f9f4,8.-Mai-Straße 34 9020 Klagenfurt am Wörthersee,,,,,https://firmen.wko.at/realit%c3%a4tenverwaltung-kreutz-gmbh/k%c3%a4rnten/?firmaid=f96dccbb-4661-45ee-9989-e5b53ca9f9f4&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
realkanzlei edlauer immobilientreuhänder gmbh und co kg,Realkanzlei Edlauer Immobilientreuhänder GmbH & Co.KG,Realkanzlei Edlauer Immobilientreuhänder GmbH & Co.KG,1,niederösterreich,a90b4c34-4fd2-4954-8b5e-c3cf0f829d28,Josefstraße 19 3100 St. Pölten,,,,02742%20352438,https://firmen.wko.at/realkanzlei-edlauer-immobilientreuh%c3%a4nder-gmbh-und-cokg/nieder%c3%b6sterreich/?firmaid=a90b4c34-4fd2-4954-8b5e-c3cf0f829d28&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
realkanzlei ferdinand könig gesellschaft m b h,Realkanzlei Ferdinand König Gesellschaft m.b.H.,Realkanzlei Ferdinand König Gesellschaft m.b.H.,2,niederösterreich | wien,84347b3a-fda1-4606-8b9e-1dcb944bc8d3 | 46e25e82-96c1-4b51-9c7f-3f872bb081c1,Schneckgasse 24 3100 St.Pölten | Heinrichsgasse 2/1/6 1010 Wien,http://www.koenigimmobilien.at/,http://www.koenigimmobilien.at/,info@koenigimmobilien.at,+43/%201/%20523%2013%2067,https://firmen.wko.at/realkanzlei-ferdinand-k%c3%b6nig-gesellschaft-mbh/nieder%c3%b6sterreich/?firmaid=84347b3a-fda1-4606-8b9e-1dcb944bc8d3&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
realkanzlei leissner gmbh,Realkanzlei Leissner GmbH,Realkanzlei Leissner GmbH,1,wien,f88a46b7-bf6e-45a0-ae6d-40db42215ed9,Zieglergasse 12/17-18 1070 Wien,,,,,https://firmen.wko.at/realkanzlei-leissner-gmbh/wien/?firmaid=f88a46b7-bf6e-45a0-ae6d-40db42215ed9&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
realkanzlei renate überbacher gmbh,Realkanzlei Renate Überbacher GmbH,Realkanzlei Renate Überbacher GmbH,1,wien,f775e014-394f-4b53-9b49-c8e199391352,Staudgasse 77 1180 Wien,,,,,https://firmen.wko.at/realkanzlei-renate-%c3%9cberbacher-gmbh/wien/?firmaid=f775e014-394f-4b53-9b49-c8e199391352&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
realkanzlei sodoma e u,Realkanzlei Sodoma e.U.,Realkanzlei Sodoma e.U.,1,wien,120fa33b-5951-432e-97f7-048b1b0af49f,Mariahilfer Straße 57-59/15 1060 Wien,,,michael.franz@sodoma.at,+43%201%20587%2092%2096-0,https://firmen.wko.at/realkanzlei-sodoma-eu/wien/?firmaid=120fa33b-5951-432e-97f7-048b1b0af49f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
realkanzlei wutzl gmbh,Realkanzlei Wutzl GmbH,Realkanzlei Wutzl GmbH,1,niederösterreich,ab35ae16-a2fb-478e-bc65-2c3a63b8091d,Linzer Straße 15 3100 St. Pölten,http://www.realkanzlei-wutzl.at/,http://www.realkanzlei-wutzl.at/,office@realkanzlei-wutzl.at,+43-2742-70757,https://firmen.wko.at/realkanzlei-wutzl-gmbh-realkanzlei-wutzl-gmbh/nieder%c3%b6sterreich/?firmaid=ab35ae16-a2fb-478e-bc65-2c3a63b8091d&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
realset e u,Realset e.U.,Realset e.U.,1,wien,3fe75a29-1a3f-4cd6-b06c-1a2a3546d11e,Schiffmühlenstraße 55/2 1220 Wien,http://realset.at/,http://realset.at/,office@realset.at,+431305720976500 | +4369914860811,https://firmen.wko.at/realset-eu/wien/?firmaid=3fe75a29-1a3f-4cd6-b06c-1a2a3546d11e&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
realty management dhss gmbh,Realty Management DHSS GmbH,Realty Management DHSS GmbH,2,steiermark,5e1560d4-4694-481e-ae07-06160d24f8cf | ed8112a8-5fd4-4981-9755-1be9e38e62d3,Ringsiedlung 91 8111 Judendorf | Triester Straße 8a 8020 Graz,,,,,https://firmen.wko.at/realty-management-dhss-gmbh/steiermark/?firmaid=5e1560d4-4694-481e-ae07-06160d24f8cf&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
realverwaltung gmbh,Realverwaltung GmbH,Realverwaltung GmbH,1,kärnten,4f8bab4e-76b5-4c93-a9d7-3190d7d88a6f,Koschatstraße 129 9020 Klagenfurt am Wörthersee,http://stefan.rutter@rutter.at/,http://stefan.rutter@rutter.at/,office@rutter.at,+43%20463%2050%2035%2050-0,https://firmen.wko.at/realverwaltung-gmbh/k%c3%a4rnten/?firmaid=4f8bab4e-76b5-4c93-a9d7-3190d7d88a6f&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
recondo retail real estate gmbh,RECONDO Retail Real Estate GmbH,RECONDO Retail Real Estate GmbH,1,wien,8ed977e6-a88b-4da5-ba97-092d47692b92,Schenkenstraße 2 1010 Wien,,,,,https://firmen.wko.at/recondo-retail-real-estate-gmbh/wien/?firmaid=8ed977e6-a88b-4da5-ba97-092d47692b92&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
referenz immobilien gmbh,Referenz Immobilien GmbH,Referenz Immobilien GmbH,1,niederösterreich,087b56d7-4086-440c-a203-1995513394cd,Badner Straße 6 2540 Bad Vöslau,http://www.referenz-immobilien.at/,http://www.referenz-immobilien.at/,verwaltung@rig.at,+43%20664%208536658,https://firmen.wko.at/referenz-immobilien-gmbh-referenz-immobilien-gmbh/nieder%c3%b6sterreich/?firmaid=087b56d7-4086-440c-a203-1995513394cd&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
regelsberger liegenschaftsverwaltungs gmbh,Regelsberger Liegenschaftsverwaltungs GmbH,Regelsberger Liegenschaftsverwaltungs GmbH,1,wien,1d374c8c-fb7b-4f39-90fd-6262b56ec2a8,Hoher Markt 4/2A 1010 Wien,http://www.rlvg.at/,http://www.rlvg.at/,office@rlvg.at,533%2097%2077,https://firmen.wko.at/regelsberger-liegenschaftsverwaltungs-gmbh-regelsberger/wien/?firmaid=1d374c8c-fb7b-4f39-90fd-6262b56ec2a8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
regina stanger immobilienverwaltung gmbh,Regina Stanger Immobilienverwaltung GmbH,Regina Stanger Immobilienverwaltung GmbH,1,tirol,96a12b1a-b482-4ec1-9755-e73ed280405e,Andreas-Hofer-Straße 6/1 6020 Innsbruck,http://www.hv-stanger.at/,http://www.hv-stanger.at/,office@hv-stanger.at,+43%20(0)%20512%20562121,https://firmen.wko.at/regina-stanger-immobilienverwaltung-gmbh/tirol/?firmaid=96a12b1a-b482-4ec1-9755-e73ed280405e&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
reich und redl immobilien consulting gmbh,Reich & Redl Immobilien Consulting GmbH,Reich & Redl Immobilien Consulting GmbH,1,wien,2e974660-30c4-44e8-b15c-62afc6f9cc62,"Währinger Gürtel 9, Tür 4 1180 Wien",,,,,https://firmen.wko.at/reich-und-redl-immobilien-consulting-gmbh/wien/?firmaid=2e974660-30c4-44e8-b15c-62afc6f9cc62&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
reif guttenbrunner immobilien gmbh,Reif-Guttenbrunner-Immobilien GmbH,Reif-Guttenbrunner-Immobilien GmbH,1,vorarlberg,56ad8f84-2a95-417e-bda1-342622e54908,Hofsteigstraße 136/30 6971 Hard,,,,,https://firmen.wko.at/reif-guttenbrunner-immobilien-gmbh/vorarlberg/?firmaid=56ad8f84-2a95-417e-bda1-342622e54908&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
reikersdorfer hausverwaltung gmbh,Reikersdorfer Hausverwaltung GmbH,Reikersdorfer Hausverwaltung GmbH,2,niederösterreich | oberösterreich,c0b1a7d3-0117-4dfd-86d9-7b64fb89f0d0 | 34a52969-0368-414d-bc6a-b38d7c52c2b1,"Bahnhofstraße (Amstetten) 2 3300 Amstetten | Hubergutstraße 13, Tür 2 (Haus C) 4400 Steyr",http://www.reikersdorfer.at/,http://www.reikersdorfer.at/,office@reikersdorfer.at,+43%207472%2062516,https://firmen.wko.at/reikersdorfer-hausverwaltung-gmbh-hausverwaltung/nieder%c3%b6sterreich/?firmaid=c0b1a7d3-0117-4dfd-86d9-7b64fb89f0d0&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
reimann immobilien gmbh,Reimann Immobilien GmbH,Reimann Immobilien GmbH,1,vorarlberg,487c4d1d-ae64-4cc2-bcde-35e6716c7c74,Johann-Georg-Ulmer-Straße 21 6850 Dornbirn,,,,,https://firmen.wko.at/reimann-immobilien-gmbh/vorarlberg/?firmaid=487c4d1d-ae64-4cc2-bcde-35e6716c7c74&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
reinberg und partner immobilienberatung gmbh,Reinberg & Partner Immobilienberatung GmbH,Reinberg & Partner Immobilienberatung GmbH,1,wien,cdf7ec63-df90-4341-b59a-074f3cc3032a,Schönbrunner Straße 108/1.05 1050 Wien,,,,,https://firmen.wko.at/reinberg-und-partner-immobilienberatung-gmbh/wien/?firmaid=cdf7ec63-df90-4341-b59a-074f3cc3032a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
reindl immobilien e u,Reindl Immobilien e.U.,Reindl Immobilien e.U.,1,oberösterreich,e5cd389a-b734-4a00-910d-223e96b437d9,Huemerstraße 6b 4020 Linz,http://www.remax-voecklabruck.at/,http://www.remax-voecklabruck.at/,office@remax-voecklabruck.at,+43%207672%2022%201%2022 | +43%20699%20107%20710%2071,https://firmen.wko.at/reindl-immobilien-eu-re-max-immobilien-andreas-reindl-re-max-v%c3%b6cklabruck-und-re/ober%c3%b6sterreich/?firmaid=e5cd389a-b734-4a00-910d-223e96b437d9&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
reinhard gigler,Reinhard Gigler,Reinhard Gigler,1,vorarlberg,98404062-51ad-4107-961a-84c8aa5ad056,Wuhrwaldstraße 16 6971 Hard,,,,,https://firmen.wko.at/reinhard-gigler/vorarlberg/?firmaid=98404062-51ad-4107-961a-84c8aa5ad056&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
reischauer consulting gmbh,Reischauer Consulting GmbH,Reischauer Consulting GmbH,1,oberösterreich,acd9c9ad-109b-4238-bc9d-0ad409607508,Durisolstr. 7 4600 Wels,https://www.reischauer.at/,https://www.reischauer.at/,office@reischauer.at,+43%207242%209001%2011 | +43%20676%2084%209003%2011,https://firmen.wko.at/reischauer-consulting-gmbh-unternehmensberatung-werbeagentur-immobilienentwicklung/ober%c3%b6sterreich/?firmaid=acd9c9ad-109b-4238-bc9d-0ad409607508&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
reiwag facility services gmbh,REIWAG Facility Services GmbH,REIWAG Facility Services GmbH,1,wien,ccd49180-ebb3-460d-a3e1-c311d3b25cf9,Burggasse 60 1070 Wien,http://www.reiwag.com/,http://www.reiwag.com/,office@reiwag.at,+43%2001%205239300-451,https://firmen.wko.at/reiwag-facility-services-gmbh/wien/?firmaid=ccd49180-ebb3-460d-a3e1-c311d3b25cf9&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
relesta immobilientreuhand gmbh,RELESTA Immobilientreuhand GmbH,RELESTA Immobilientreuhand GmbH,1,vorarlberg,59fc3919-0434-410d-8cb1-31a242f34e21,Am Garnmarkt 3 6840 Götzis,,,,,https://firmen.wko.at/relesta-immobilientreuhand-gmbh/vorarlberg/?firmaid=59fc3919-0434-410d-8cb1-31a242f34e21&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
rella facility gmbh,Rella Facility GmbH,Rella Facility GmbH,1,wien,fe09ea7c-8975-478c-aa88-7a46ef352510,Fütterergasse 1/5 1010 Wien,,,,,https://firmen.wko.at/rella-facility-gmbh/wien/?firmaid=fe09ea7c-8975-478c-aa88-7a46ef352510&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
remplus gmbh,REMplus GmbH,REMplus GmbH,1,salzburg,a96a8907-6033-429d-9686-3cfdebae3b20,Sonnberg 15/2 5733 Bramberg am Wildkogel,,,,,https://firmen.wko.at/remplus-gmbh/salzburg/?firmaid=a96a8907-6033-429d-9686-3cfdebae3b20&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
renate anna krenn,Renate Anna Krenn,Renate Anna Krenn,1,wien,bbe9ed8d-dc30-43dc-a522-6f2d164247c8,Pohlgasse 2-4/DG/2 1120 Wien,,,,,https://firmen.wko.at/renate-anna-krenn/wien/?firmaid=bbe9ed8d-dc30-43dc-a522-6f2d164247c8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
renate rupp,Renate Rupp,Renate Rupp,1,wien,b75f55dc-d909-471f-8554-ecb2b6254746,Fockygasse 12/23 1120 Wien,,,,01/812%2012%2020 | 0664/415%2015%2031%20,https://firmen.wko.at/renate-rupp/wien/?firmaid=b75f55dc-d909-471f-8554-ecb2b6254746&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
rene christoph fürntrath ba ma msc,"Rene Christoph Fürntrath, BA, MA, MSc","Rene Christoph Fürntrath, BA, MA, MSc",1,steiermark,5a710803-f231-4d39-ba43-8cbde7a77321,Großpesendorf 53 8211 Ilztal,,,,,https://firmen.wko.at/rene-christoph-f%c3%bcrntrath-ba-ma-msc/steiermark/?firmaid=5a710803-f231-4d39-ba43-8cbde7a77321&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
reos gmbh,Reos GmbH,Reos GmbH,1,wien,7da31202-6701-4ea7-9738-ff8017d16662,Vorgartenstraße 204/Foyer/Erdgeschoss 1020 Wien,,,,,https://firmen.wko.at/reos-gmbh/wien/?firmaid=7da31202-6701-4ea7-9738-ff8017d16662&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
res immobilienverwaltung gmbh,RES Immobilienverwaltung GmbH,RES Immobilienverwaltung GmbH,1,wien,65a232ee-baac-4ccf-a4fa-d120bd2ac7ec,Gaudenzdorfer Gürtel 47 1120 Wien,http://www.res.at/,http://www.res.at/,office@res.at,01817%2077%2040%200,https://firmen.wko.at/res-immobilienverwaltung-gmbh-res-immobilienverwaltung-gmbh/wien/?firmaid=65a232ee-baac-4ccf-a4fa-d120bd2ac7ec&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
reset gruppe gmbh,Reset Gruppe GmbH,Reset Gruppe GmbH,1,salzburg,7f0504b9-2515-4b0b-b2ae-371077479128,Bundesstraße 12 5600 Sankt Johann im Pongau,http://www.reset-gruppe.at/,http://www.reset-gruppe.at/,office@reset-gruppe.at,06412%20%2020804,https://firmen.wko.at/reset-gruppe-gmbh-reset-gruppe-gmbh/salzburg/?firmaid=7f0504b9-2515-4b0b-b2ae-371077479128&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
rev realitäten erhaltungs und verwaltungsgesellschaft m b h,REV Realitäten Erhaltungs- und Verwaltungsgesellschaft m.b.H.,REV Realitäten Erhaltungs- und Verwaltungsgesellschaft m.b.H.,1,wien,77a6cde9-3bf9-48fb-b478-52e1d63cd0b1,Seitenstettengasse 4 1010 Wien,,,,,https://firmen.wko.at/rev-realit%c3%a4ten-erhaltungs-und-verwaltungsgesellschaft-mbh/wien/?firmaid=77a6cde9-3bf9-48fb-b478-52e1d63cd0b1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
revital immobilien gmbh,Revital Immobilien GmbH,Revital Immobilien GmbH,1,vorarlberg,cd238533-420c-45a6-aba6-5e2b6ca31160,Lustenauerstraße 56 6850 Dornbirn,,,,,https://firmen.wko.at/revital-immobilien-gmbh/vorarlberg/?firmaid=cd238533-420c-45a6-aba6-5e2b6ca31160&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
revival immobilien gmbh,Revival Immobilien GmbH,Revival Immobilien GmbH,1,wien,078c5dc9-280d-4c65-be30-4ddcaac3eb54,"Edi-Finger-Straße 4/4, Tür 400 1210 Wien",http://www.revival-immo.at/,http://www.revival-immo.at/,kontakt@revival-immo.at,+43%2001%20714%2022%2013,https://firmen.wko.at/revival-immobilien-gmbh-immobilienverwalter-und-immobilienmakler/wien/?firmaid=078c5dc9-280d-4c65-be30-4ddcaac3eb54&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
rg beteiligungs gmbh,RG Beteiligungs GmbH,RG Beteiligungs GmbH,1,salzburg,763ec84f-961e-4020-aade-dfaf2d5a25fa,Dossenweg 21 5020 Salzburg,,,,,https://firmen.wko.at/rg-beteiligungs-gmbh/salzburg/?firmaid=763ec84f-961e-4020-aade-dfaf2d5a25fa&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
rh1 immobilien gmbh,RH1 Immobilien GmbH,RH1 Immobilien GmbH,1,steiermark,0efde20f-8a6e-4812-ad97-0fc13d4bac4c,Kaiserfeldgasse 22/11 8010 Graz,,,,,https://firmen.wko.at/rh1-immobilien-gmbh/steiermark/?firmaid=0efde20f-8a6e-4812-ad97-0fc13d4bac4c&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
