company_name,wko_rows,states,places,karriere_url,karriere_name,karriere_match_score,karriere_emp_min,karriere_emp_max,karriere_employee_evidence,karriere_jobs,karriere_location_hit
MGH Immobilientreuhand GmbH,1,wien,1130 Wien,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Michael Chalupa Immobilienverwaltung GmbH,1,wien,1010 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Michael Klinger Immobilien e.U.,1,wien,1060 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Michael Oberbauer,1,wien,1040 Wien,https://www.karriere.at/f/michael-mitterbacher,Michael Mitterbacher,75.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,2,True
Michael Resch Immobilienconsulting e.U.,1,wien,1190 Wien,,,,,,,,
Michael Scheichbrein Immobilienverwaltungsgesellschaft m.b.H.,1,wien,1080 Wien,https://www.karriere.at/f/scheichbrein-michael-immobilienverwaltungsgesmbh,Scheichbrein Michael ImmobilienverwaltungsgesmbH,85.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Millennium City Betriebsges.m.b.H.,1,wien,1200 Wien,https://www.karriere.at/f/nieder%C3%B6sterreichische-tonk%C3%BCnstler-betriebsges-m-b-h,Niederösterreichische Tonkünstler Betriebsges.m.b.H.,68.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,9,True
Millennium Tower Verwaltungs- und Service-Ges.m.b.H.,1,wien,1200 Wien,https://www.karriere.at/f/lsu-verwaltungs-gmbh,LSU Verwaltungs GmbH,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
Mittelsmann Philipp Sulek GmbH,2,wien,1030 Wien | 1050 Wien,https://www.karriere.at/f/mittelsmann-philipp-sulek,Mittelsmann Philipp Sulek GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
MIVO Immobilienmanagement GmbH,1,wien,1030 Wien,https://www.karriere.at/f/mivo-immobilienmanagement,MIVO Immobilienmanagement e.U,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
"MMag. Elisabeth Marie-Thérèse Herberstein, Bakk, MAS",1,wien,1010 Wien,https://www.karriere.at/f/therese-m%C3%B6lk,Therese Mölk,73.7,101,500,Anzahl der Mitarbeiter*innen 101 - 500,59,True
MMB Real Estate 24/7 GmbH,1,wien,1010 Wien,https://www.karriere.at/f/mg-real-estate,MG Real Estate GmbH,88.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Moeller-Real Realitätenvermittlungs- und Verwaltungsgesellschaft mit beschränkter Haftung,1,wien,1160 Wien,https://www.karriere.at/f/lebensr%C3%A4ume-bau-und-verwaltungsgesellschaft,Lebensräume Bau- und Verwaltungsgesellschaft mbH,77.1,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
MONREAL Immobilienmanagement GmbH,1,wien,1040 Wien,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,90.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Morawitz Immobilien GmbH,1,wien,1070 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
MSP Immobilientreuhänder GmbH,1,wien,1010 Wien,https://www.karriere.at/f/jt-immobilientreuh%C3%A4nder,JT Immobilientreuhänder GmbH,93.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
MSP Markus Management GmbH,1,wien,1010 Wien,https://www.karriere.at/f/rk-management,rk-management GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Multi Property GmbH,1,wien,1050 Wien,https://www.karriere.at/f/vestwerk-property-partners,Vestwerk Property Partners GmbH,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
N2 Immobilienverwaltung GmbH,1,wien,1030 Wien,https://www.karriere.at/f/zentreal-immobilienverwaltung,Zentreal Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Nagy Immobilien GmbH,1,wien,1040 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
NAYA Immobilienverwaltung GmbH,1,wien,1020 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
NEUBAU Projekt Management Ges.m.b.H.,1,wien,1180 Wien,https://www.karriere.at/f/rk-management,rk-management GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Nexuz Immobilien GmbH,1,wien,1180 Wien,https://www.karriere.at/f/next-immobilien,NEXT Immobilien GmbH,90.3,,,,0,True
Nicola Fischer Immobilienverwaltung GmbH,1,wien,1080 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Nicolette Bründl e.U.,1,wien,1230 Wien,,,,,,,,
NNC Freizeitpark BetriebsgmbH,1,wien,1230 Wien,https://www.karriere.at/f/nnc-freizeitpark-betriebs-gmbh,NNC - Freizeitpark Betriebs GmbH,92.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
NPI Immo Invest & Verwaltung GmbH,1,wien,1060 Wien,https://www.karriere.at/f/awz-immo-invest,AWZ Immo-Invest GmbH & Co KG,88.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
NSC Immobilien Holding GmbH,1,wien,1190 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
NTH Immobilienmanagement GmbH,1,wien,1100 Wien,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,90.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Nuveen Management Austria GmbH,1,wien,1010 Wien,https://www.karriere.at/f/iwg-management-austria,IWG Management (Austria) GmbH,90.0,10000,,Anzahl der Mitarbeiter*innen 10000+,13,True
OBJEKTA Immobiliengesellschaft m.b.H.,1,wien,1100 Wien,https://www.karriere.at/f/kremser-immobiliengesellschaft,Kremser Immobiliengesellschaft mbH,84.6,,,,13,True
obwalt - Immobilienverwaltung GmbH,1,wien,1200 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Oesterreichische Bau- und Grundstückgesellschaft m.b.H.,1,wien,1150 Wien,https://www.karriere.at/f/u-m-bau,U.M. Bau AG,83.3,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
OLYMP Realitäten Ges.m.b.H.,1,wien,1010 Wien,https://www.karriere.at/f/dk-realit%C3%A4ten,DK Realitäten GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Otto Anton Brunner,1,wien,1140 Wien,https://www.karriere.at/f/br%C3%BCnner-zt,Brünner ZT GmbH,82.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Otto Friedrich & Partner Immobilientreuhand GmbH,1,wien,1080 Wien,https://www.karriere.at/f/s-a-immobilientreuhand,S&A Immobilientreuhand GmbH,91.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
P&L Immobilien GmbH,1,wien,1020 Wien,https://www.karriere.at/f/c-p-immobilien,C&P Immobilien AG,94.4,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,True
Palladio Immobilien GmbH,1,wien,1060 Wien,https://www.karriere.at/f/palladio-immobilien,Palladio Immobilien GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Park & Control PAC Austria GmbH,1,wien,1220 Wien,https://www.karriere.at/f/e-control,E-Control,87.5,101,500,Anzahl der Mitarbeiter*innen 101 - 500,6,True
Patrick Moser,1,wien,1010 Wien,https://www.karriere.at/f/wk-moser,WK Moser GmbH,76.9,,,,0,True
Pecosa Property GmbH,1,wien,1190 Wien,https://www.karriere.at/f/vestwerk-property-partners,Vestwerk Property Partners GmbH,69.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
PENTAPLUS Immobilienverwaltungs- gesellschaft mbH,1,wien,1020 Wien,https://www.karriere.at/f/homebase-immobilienverwaltungs-gmbh,Homebase Immobilienverwaltungs GmbH,82.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Peter Robert Nemeth,2,wien,0699 / 1 402 40 40,https://www.karriere.at/f/geb%C3%A4udeverwaltung-peter-und-oliver-nemeth,Peter und Oliver Nemeth Gebäudeverwaltung-Realitätenkanzlei OG,77.4,,,,2,False
Peter und Oliver Nemeth Gebäudeverwaltung-Realitätenkanzlei OG,1,wien,1090 Wien,https://www.karriere.at/f/geb%C3%A4udeverwaltung-peter-und-oliver-nemeth,Peter und Oliver Nemeth Gebäudeverwaltung-Realitätenkanzlei OG,100.0,,,,2,True
Peter Wuk Gesellschaft m.b.H.,1,wien,1020 Wien,https://www.karriere.at/f/peter-b%C3%B6nisch-installations-gesellschaft,Peter Bönisch Installations- gesellschaft m.b.H.,92.3,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
Petra Claudia Grünhut,1,wien,1220 Wien,,,,,,,,
Petra Hoyos,1,wien,1190 Wien,,,,,,,,
PHE Immodevelopment KG,1,wien,1190 Wien,,,,,,,,
Phil Gabriel Marius Freimüller,1,wien,1020 Wien,,,,,,,,
Philipp Beck,1,wien,1170 Wien,https://www.karriere.at/f/ziviltechnikerkanzlei-di-matthias-philipp,Ziviltechnikerkanzlei DI Matthias Philipp,73.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Phorus Management GmbH,1,wien,1010 Wien,https://www.karriere.at/f/rk-management,rk-management GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
PIANO NOBILE IMMOBILIEN e.U.,1,wien,1180 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
place2live GmbH,1,wien,1020 Wien,,,,,,,,
PLANK MACHEK Elisabeth Christoph Immobilienverwaltungen Gesellschaft m.b.H.,1,wien,1090 Wien,https://www.karriere.at/f/ing-christoph-kloss-bau-gesellschaft,Ing. Christoph Kloss Bau-Gesellschaft m.b.H.,80.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Plan² - Architektur und Projektmanagement GmbH,1,wien,1150 Wien,https://www.karriere.at/f/mab-architektur-projektmanagement,MAB Architektur & Projektmanagement GmbH,94.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
PORR AG,1,wien,1100 Wien,https://www.karriere.at/f/porr-bau-wien,PORR Bau GmbH,100.0,,,,13,True
Prater Wien GmbH,1,wien,1020 Wien,https://www.karriere.at/f/motel-one-wien-prater,Motel One Wien-Prater,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
PRETSCH Immobilientreuhand GmbH,1,wien,1100 Wien,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
PROCOR IMMO OG,1,wien,1060 Wien,https://www.karriere.at/f/ve-immo,VE Immo GmbH,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Prof Dr Thomas Keppert Immobilientreuhand GmbH,1,wien,1060 Wien,https://www.karriere.at/f/thomas-immobilientreuhand,Thomas Immobilientreuhand GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
PROFECT Immobilienverwaltung GmbH.,1,wien,1010 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
PROIMMO CONSULTING e.U.,1,wien,1070 Wien,https://www.karriere.at/f/wr-consulting,WR Consulting GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,True
proVentus Immobilienverwaltung - Stefan Langhammer e.U.,1,wien,1070 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
proVentus immobilienverwaltung GmbH,1,wien,1070 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Pusta & Partner HausverwaltungsGmbH,1,wien,1090 Wien,https://www.karriere.at/f/maj-partner,Maj & Partner KG,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,18,True
PwC Advisory Services GmbH,1,wien,1220 Wien,https://www.karriere.at/f/tjp-advisory-management-services,TJP Advisory & Management Services GmbH,89.5,11,30,Anzahl der Mitarbeiter*innen 11 - 30,47,True
Raiffeisen Property International GmbH,1,wien,1030 Wien,https://www.karriere.at/f/raiffeisen-bank-international,Raiffeisen Bank International AG,90.6,2501,10000,Anzahl der Mitarbeiter*innen 2501 - 10000,10,True
"Rainer Realitätenvermittlungs-, Hausverwaltungs- und Wirtschaftsgüter- verwertungs GmbH",1,wien,1040 Wien,https://www.karriere.at/f/rhw-realit%C3%A4tenvermittlungs-hausverwaltungsund-wirtschaftsg,"RHW Realitätenvermittlungs-, Hausverwaltungsund Wirtschaftsg. GmbH",83.8,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Ralph Salzner Immobilientreuhänder GmbH,1,wien,1090 Wien,https://www.karriere.at/f/jt-immobilientreuh%C3%A4nder,JT Immobilientreuhänder GmbH,93.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Rasalas e.U.,1,wien,1010 Wien,,,,,,,,
REAL ESTATE PARTNER Realitäten & Immobilien Consulting Services GmbH,1,wien,1030 Wien,https://www.karriere.at/f/real-estate-partner-realit%C3%A4ten-immobilien-consulting-services,REAL ESTATE PARTNER Realitäten & Immobilien Consulting Services GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Real-Treuhandverwaltungs - Gesellschaft m.b.H.,1,wien,1010 Wien,https://www.karriere.at/f/sb-real,SB REAL GmbH,72.7,,,,1,True
REAL3 Immobilien GmbH,2,wien,1010 Wien | 1060 Wien,https://www.karriere.at/f/real360-immobilien,REAL360 Immobilien GmbH,94.1,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Realbesitz - Gesellschaft m.b.H. & Co. Verwaltungs - KG.,1,wien,1030 Wien,https://www.karriere.at/f/lsu-verwaltungs-gmbh,LSU Verwaltungs GmbH,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
RealIntent Immobilien GmbH.,1,wien,1210 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Realkanzlei Leissner GmbH,1,wien,1070 Wien,https://www.karriere.at/f/r%C3%B6hling-co-realkanzlei,Röhling & Co. Realkanzlei GmbH,71.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Realkanzlei Renate Überbacher GmbH,1,wien,1180 Wien,https://www.karriere.at/f/r%C3%B6hling-co-realkanzlei,Röhling & Co. Realkanzlei GmbH,64.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Realkanzlei Sodoma e.U.,1,wien,1060 Wien,https://www.karriere.at/f/r%C3%B6hling-co-realkanzlei,Röhling & Co. Realkanzlei GmbH,66.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Realset e.U.,1,wien,1220 Wien,,,,,,,,
RECONDO Retail Real Estate GmbH,1,wien,1010 Wien,https://www.karriere.at/f/mg-real-estate,MG Real Estate GmbH,88.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Regelsberger Liegenschaftsverwaltungs GmbH,1,wien,1010 Wien,https://www.karriere.at/f/regelsberger-liegenschaftsverwaltungs-gmbh,Regelsberger Liegenschaftsverwaltungs GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Reich & Redl Immobilien Consulting GmbH,1,wien,1180 Wien,https://www.karriere.at/f/4m-immobilien-consulting-co,4M Immobilien&Consulting GmbH & CO KG,94.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Reinberg & Partner Immobilienberatung GmbH,1,wien,1050 Wien,https://www.karriere.at/f/reinberg-partner-immobilienberatung,Reinberg & Partner Immobilienberatung GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
REIWAG Facility Services GmbH,1,wien,1070 Wien,https://www.karriere.at/f/reiwag-facility-services,REIWAG Facility Services GmbH,100.0,501,,Anzahl der Mitarbeiter*innen 501+,14,True
Rella Facility GmbH,1,wien,1010 Wien,https://www.karriere.at/f/top-facility-technology,Top Facility Technology GmbH,72.7,,,,0,True
Renate Anna Krenn,1,wien,1120 Wien,,,,,,,,
Renate Rupp,1,wien,1120 Wien,https://www.karriere.at/f/rupp,Rupp AG,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,150,True
Reos GmbH,1,wien,1020 Wien,,,,,,,,
RES Immobilienverwaltung GmbH,1,wien,1120 Wien,https://www.karriere.at/f/res-immobilienverwaltung,RES Immobilienverwaltung,100.0,,,,2,True
REV Realitäten Erhaltungs- und Verwaltungsgesellschaft m.b.H.,1,wien,1010 Wien,https://www.karriere.at/f/tricore-verwaltungsgesellschaft,TRICORE Verwaltungsgesellschaft m.b.H.,87.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,14,True
Revival Immobilien GmbH,1,wien,1210 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Richard Kvasnicka,1,wien,1140 Wien,https://www.karriere.at/f/richard-brink,Richard Brink GmbH,70.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,69,True
RIEDER Immobilien GesmbH,2,wien,1020 Wien | 1030 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Riefenthaler GmbH,1,wien,1010 Wien,,,,,,,,
Riepl Pascal Immobilien GmbH,1,wien,1040 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Riessbacher Hausverwaltung GmbH,1,wien,0676 300 60 83,https://www.karriere.at/f/riessbacher-hausverwaltung,Riessbacher Hausverwaltung GmbH,100.0,,,,13,False
Rihacek RealitätenService GmbH,2,wien,0650 577 43 18,,,,,,,,
Rimmo Immobilientreuhand Mag. Sichra KG,2,wien,1040 Wien | 1050 Wien,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
RIMMO Prime Immobilienverwaltung GmbH,1,wien,1200 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
RIMMO Prime Real Property GmbH,1,wien,1200 Wien,https://www.karriere.at/f/sb-real,SB REAL GmbH,72.7,,,,1,True
RIVOLA Immobilienverwaltung & Immobilienmakler GmbH,1,wien,1180 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
RKSK Holding GmbH,1,wien,1230 Wien,https://www.karriere.at/f/kkl-holding,KKL-Holding GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Robert Kalandra e.U.,3,wien,1010 Wien,,,,,,,,
Robert Kracmar,1,wien,1230 Wien,,,,,,,,
Robert Riepl e.U.,1,wien,1140 Wien,,,,,,,,
ROI Immobilientreuhand GmbH,1,wien,1060 Wien,https://www.karriere.at/f/frigo-immobilientreuhand,Frigo Immobilientreuhand GmbH,91.3,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Rossmann & Radlspöck Immobilienverwaltung GmbH,1,wien,1050 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Roßauer Lände 47-49 Liegenschaftsverwaltungs GmbH,1,wien,1010 Wien,https://www.karriere.at/f/regelsberger-liegenschaftsverwaltungs-gmbh,Regelsberger Liegenschaftsverwaltungs GmbH,78.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
RUBINUS Immobilien Management GmbH & Co KG,1,wien,1010 Wien,https://www.karriere.at/f/ig-immobilien-management,IG Immobilien Management GmbH,93.3,51,100,Anzahl der Mitarbeiter*innen 51 - 100,13,True
Rudolf Legler,1,wien,1120 Wien,https://www.karriere.at/f/heufelder-rudolf,Heufelder Rudolf,75.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,17,True
Rudolf Spitzer Immobilien GmbH,1,wien,1130 Wien,https://www.karriere.at/f/spitzer,Spitzer GesmbH,100.0,51,100,Anzahl der Mitarbeiter*innen 51 - 100,10,True
RUPERTUS Vermögensverwaltungs- und Beteiligungsgesellschaft m.b.H.,1,wien,1030 Wien,https://www.karriere.at/f/leu-verm%C3%B6gensverwaltungs-gmbh,LEU Vermögensverwaltungs GmbH,90.9,,,,47,True
Sabo+Mandl & Tomaschek Immobilien GmbH,1,wien,1100 Wien,https://www.karriere.at/f/sabo-mandl-tomaschek-immobilien,Sabo + Mandl & Tomaschek Immobilien GmbH,100.0,51,100,Anzahl der Mitarbeiter*innen 51 - 100,13,True
Schibl Immobilien GmbH,1,wien,1180 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Schlosser Gesellschaft m.b.H.,1,wien,1020 Wien,,,,,,,,
Scholz Immobilien Management GmbH,1,wien,1060 Wien,https://www.karriere.at/f/scholz-immobilien-management,Scholz Immobilien Management GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
SCHRACK Immobilien Projekt Consulting Ges.m.b.H.,1,wien,1180 Wien,https://www.karriere.at/f/wr-consulting,WR Consulting GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,True
Schwetz Strategics GmbH,1,wien,1010 Wien,,,,,,,,
SCHÖNHAUS Immobilien GmbH,1,wien,1010 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
SCN Management GmbH,1,wien,1210 Wien,https://www.karriere.at/f/rk-management,rk-management GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
SDD Gebäudemanagement GmbH,1,wien,1040 Wien,https://www.karriere.at/f/mc-geb%C3%A4udemanagement,MC Gebäudemanagement GmbH,91.9,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
Sell&Stay Vermarktungs GmbH,1,wien,1040 Wien,https://www.karriere.at/f/heldenberg-vermarktungs-und-betriebsgesmbh,Heldenberg Vermarktungs- und BetriebsgesmbH,76.2,11,30,Anzahl der Mitarbeiter*innen 11 - 30,2,True
SEMAG Beratungs- und Beteiligungs ges.m.b.H.,1,wien,1180 Wien,https://www.karriere.at/f/lg-beratungs-und-beteiligungs-gmbh,LG Beratungs- und Beteiligungs GmbH,94.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,34,True
Semper Immobilia GmbH,1,wien,1140 Wien,https://www.karriere.at/f/semper-immobilia,Semper Immobilia GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Semper Immobilia GmbH & Co KG,1,wien,1140 Wien,https://www.karriere.at/f/semper-immobilia,Semper Immobilia GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Shopbörse Immoconsulting GmbH,1,wien,1190 Wien,,,,,,,,
SIDE asset management GmbH,1,wien,1150 Wien,https://www.karriere.at/f/24-asset-management,24 Asset Management GmbH,91.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Siemens Aktiengesellschaft Österreich,1,wien,1210 Wien,https://www.karriere.at/f/siemens-%C3%B6sterreich,Siemens AG Österreich,100.0,501,,Anzahl der Mitarbeiter*innen 501+,2,True
Sittler Consulting GmbH,1,wien,1100 Wien,https://www.karriere.at/f/wr-consulting,WR Consulting GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,True
SIU Liegenschaftsverwaltung GmbH,1,wien,1090 Wien,https://www.karriere.at/f/tlv-tiroler-liegenschaftsverwaltung,TLV Tiroler Liegenschaftsverwaltung GmbH,92.0,,,,13,True
skpr Hausverwaltung GmbH & Co KG,1,wien,1010 Wien,https://www.karriere.at/f/dr-gerlich-hausverwaltung-und-facility-management,Dr.Gerlich & Co Hausverwaltung und Facility-Management GmbH,87.8,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
smart Immobilienmanagement GmbH,1,wien,1190 Wien,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,90.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Spatz Immobilien GmbH,1,wien,1180 Wien,https://www.karriere.at/f/stolz-immobilien,Stolz Immobilien GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Spiegelfeld Immobilien GmbH,1,wien,1010 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Stadt Wien - Wiener Wohnen Kundenservice GmbH,3,wien,1030 Wien | 1110 Wien,https://www.karriere.at/f/stadt-wien-wiener-wohnen-kundenservice,Stadt Wien – Wiener Wohnen Kundenservice GmbH,100.0,,,,10,True
Stefan Stocker,1,wien,1190 Wien,https://www.karriere.at/f/h-stocker,H. Stocker GmbH,87.5,11,30,Anzahl der Mitarbeiter*innen 11 - 30,59,True
Steinbauer Bau- und Immobilientreuhand GmbH,1,wien,1180 Wien,https://www.karriere.at/f/s-a-immobilientreuhand,S&A Immobilientreuhand GmbH,91.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Stieglmayer Gebäudeverwaltung e.U.,1,wien,1010 Wien,https://www.karriere.at/f/stieglmayer-geb%C3%A4udeverwaltung-e-u,STIEGLMAYER Gebäudeverwaltung e. U.,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
